,shoeName, brand, styleID, retailPrice, lowestResellPrice_StockX, lowestResellPrice_Goat, lowestResellPrice_flightClub, id, silhoutte, Colorway, releaseDate, description
238,Jordan 13 Retro Court Purple (GS), Jordan, 884129-015,140,112, 114, 90, 6374ff50c30ceb3748b48787, Jordan 13 Retro, Black/Court Purple-White, 2022-01-08, Bringing a familiar violet palette to Tinker Hatfield's original 1997 design is the Air Jordan 13 Retro GS 'Court Purple.' Available in kid sizes the shoe is built with tumbled black leather and purple synthetic suede with the upper almost entirely obscured by dimpled black mesh overlays covered in reflective detailing. The 13's holographic cat eye and an embroidered purple Jumpman atop the tongue are its' branding elements. A panther paw outsole features herringbone-traction rubber pods for better grip.
239,Jordan 1 Retro High Court Purple (W), Jordan, CD0461-151,170,110, 110, 110, 6374ff50c30ceb3748b48788, Jordan 1 Retro High, White/Court Purple, 2021-06-03, Released in June 2021 the Wmns Air Jordan 1 High OG 'Court Purple' features a look that recalls the 1986 Air Jordan 1 'Metallic Purple.' The shoe's upper is built with a leather base finished in white and highlighted by glossy Court Purple on the Swoosh and collar. More Court Purple marks the tongue tag and 'Wings' branding while a satin collar lining adds a luxe feel. Underfoot the two-tone look continues onto the tooling which combines Air in the heel and a concentric rubber outsole for cushioning and traction.
240,Jordan 1 Retro AJKO Billie Eilish Ghost Green (W), Jordan, DN2857-330,170,116, 99, 99, 6374ff50c30ceb3748b48789, Jordan 1 Retro AJKO, Ghost Green/Ghost Green, 2021-09-30, The Billie Eilish x Wmns Air Jordan 1 KO 'Volt' released as part of a collaboration with the Grammy Award-winning vocalist. Emerging with a monochromatic look the shoe's upper is built with leather and finished entirely in Volt. The tongue tag includes Billie Eilish's signature Blohsh emblem with further Eilish branding on the mesh sockliner. Underfoot the tooling continues the one-tone look incorporating Air in the heel for cushioning.
241,Jordan 1 Mid Tropical Twist Igloo (GS), Jordan, 554725-132,90,105, 99, 99, 6374ff50c30ceb3748b4878a, Jordan 1 Mid, White/Tropical Twist-Black, 2021-01-04, The Air Jordan 1 Mid GS 'Tropical Twist' emerges with a contrasting look on its grade-school construction. Built with leather the shoe's upper sports a white base contrasted by black on the forefoot and highlighted by Tropical Twist on the heel and collar. More Tropical Twist marks the Swoosh and Jumpman branding while underfoot the midsole houses the usual Air in the heel for cushioning giving way to a black concentric rubber outsole for traction.
242,Jordan 4 Retro Starfish (W), Jordan, CW7183-100,200,115, 115, 115, 6374ff50c30ceb3748b4878c, Jordan 4 Retro, Sail/Black-Starfish-Light Smoke Grey, 2021-01-22, Inspired by spacesuits the Wmns Air Jordan 4 Retro 'Starfish' emerges with a unique construction. The shoe's upper features a black metallic mesh build with raw edges revealing the Starfish underlays. Black mesh inserts appear at the quarter panel and vamp with further Starfish on the tongue branding. Underfoot visible Air in the heel of the midsole provides cushioning giving way to a rubber outsole for traction.
243,Jordan 7 Retro SE Sapphire, Jordan, DJ2636-204,210,130, 124, 124, 6374ff50c30ceb3748b4878d, Jordan 7 Retro SE, Shimmer/Black/Sapphire, 2022-04-16, Celebrating the 30th anniversary of the classic silhouette with refreshed colors and a revamped build is the Air Jordan 7 Retro SE 'Sapphire.' The layered nubuck upper features a muted pink hue with semi-translucent mesh on the quarter panel and collar. A neoprene inner sleeve in Sapphire and pink gives a snug fit while the webbed heel pull tab makes it easy to get in and out. Encapsulated Air-sole cushioning is in the mid-top's speckled grey foam midsole. The Jordan 7 'Sapphire' will drop on April 16 2022.
244,Jordan 1 Retro High J Balvin, Jordan, DC3481-900,190,300, 291, 287, 6374ff50c30ceb3748b4878e, Jordan 1 Retro High, Multi-Color/Black-Pink Foam-Multi-Color, 2020-12-08, The reggaeton singer teamed up with Nike to create the J Balvin x Jordan 1 Retro OG High 'Tie Dye' in December 2020. The shoe's upper is built with textile appearing in a vibrant mix of hues with rough cut edges contributing to a DIY aesthetic. Black contrast emerges on the collar laces 'Wings' logo and quarter panel while the lateral heel includes a series of removable Velcro badges. Underfoot a pastel rubber cupsole supports the fit.
245,Jordan 1 Retro High Satin Black Toe (W), Jordan, CD0461-016,160,288, 275, 245, 6374ff50c30ceb3748b4878f, Jordan 1 Retro High, Black/White-University Red, 2019-08-17, The Wmns Air Jordan 1 Retro High 'Satin Black Toe' brings an elevated build to one of the Air Jordan 1's most iconic colorways. The shoe's upper features a familiar mix of black white and Varsity Red with the iconic black finish on the toe. Built with a mix of leather and satin a metal 'Wings' logo appears on the collar. Underfoot a white Air midsole provides cushioning with a further hit of Varsity Red on the circular outsole.
246,Jordan 1 Mid Crater Black, Jordan, DM3529-001,130,110, 111, 100, 6374ff50c30ceb3748b48792, Jordan 1 Mid Crater, Black/Multi-Color-Racer Blue-White, 2021-08-13, The Air Jordan 1 Mid 'Crater' brings a sustainable construction to the classic basketball silhouette. Inspired by workwear the shoe emerges with 20% recycled content by weight featuring a vegan build on the black washed canvas upper. Tonal synthetic suede appears on the toe box eyestay and collar while the speckled Nike Grind Swoosh adds blue zigzag stitching. Underfoot a Crater foam midsole houses Air in the heel for cushioning with a concentric Nike Grind outsole for traction.
247,Jordan 11 Retro Win Like 96, Jordan, 378037-623,220,314, 290, 150, 6374ff50c30ceb3748b48794, Jordan 11 Retro, Gym Red/Black-White, 2017-12-09, The historical significance of the Air Jordan 11 Retro 'Win Like 96' will be abundantly apparent to Chicago Bulls fans. In 1996 the Bulls capped off the regular season with a record-breaking 72 victories on their way to a fourth NBA title. During that magical run Michael wore the Jordan 11 and this release in December 2017 dressed in a brilliant red shade honors the ' 96 squad that couldn't lose.
248,Jordan 1 Retro High OG A Ma Maniére (PS), Jordan, DO7099-100,80,70, 75, 75, 6374ff50c30ceb3748b48796, Jordan 1 Retro High OG, Sail/Burgundy Crush, 2021-12-03, The A Ma Maniére x Air Jordan 1 High OG PS 'Airness' is made for kids and showcases the Atlanta boutique's updated take on the iconic silhouette. The upper has textured ivory-colored suede with contrasting burgundy accents on the snakeskin-embossed Swoosh and collar. The latter hue is seen again on the woven Nike tongue tag and the retro Wings logo imprinted on the lateral collar. 'A Ma Maniére' script is on the heel overlay. It's built on a cupsole with off-white sidewalls and a burgundy rubber outsole.
249,Jordan Zion 1 SP Naruto Kyuubi, Jordan, DQ4706-780/DQ5569-780,130,94, undefined, undefined, 6374ff50c30ceb3748b4879b, Jordan Zion 1 SP, Electric Yellow/Black/Chile Red/Alpha Orange, 2022-05-11, The Air Jordan Zion 1 Naruto Kyuubi was released as part of a collaboration between Jordan Brand and NBA star Zion Williamson taking inspiration from the Japanese anime series Naruto. The sneakers are high-top and feature a lace-up closure style.This Air Jordan Zion 1 comes in an electric yellow black red and orange colorway combining the colors to match Naruto Kyuubi’s character. The shoes have black laces and a black interior while the sidewall has artful orange and yellow. They also feature the Jumpman logo on the tongue and a Naruto graphic behind the ankles.The Air Jordan Zion 1 Naruto Kyuubi was released for a retail price of $130 in May 2022.
250,Jordan 12 Retro Playoffs (2022) (GS), Jordan, 153265-006,150,113, 81, 77, 6374ff50c30ceb3748b487a0, Jordan 12 Retro, Black/Varsity Red-White, 2022-03-11, Worn by Michael Jordan during the 1997 NBA All-Star Game the Air Jordan 12 Retro GS 'Playoff' returns true to form in big kids sizing. Black tumbled leather uppers is met midway with white lizard-texture mudguards. Varsity Red accents the Jumpman logo and '23' on the back heel. The outsole features traditional herringbone pods framing an exposed carbon fiber shank.
251,Jordan 3 Retro Pine Green (GS), Jordan, 398614-030,140,160, 164, 140, 6374ff50c30ceb3748b487a1, Jordan 3 Retro, Black/Silver/White/Pine Green, 2021-10-30, Dressing the vintage 1988 silhouette in a black nubuck upper with signature elephant-print overlays at the forefoot and heel is the Air Jordan 3 Retro GS 'Pine Green.' The kids' shoe has lush green accents on the eyelets a perforated leather collar and embroidered Jumpman branding on the tongue. A secondary Jumpman logo rests on the sneaker's back heel with the mid-top being built on a two-tone polyurethane midsole fitted with visible Air-sole cushioning in the heel and reinforced by a durable rubber outsole.
252,Jordan 13 Retro Del Sol, Jordan, 414571-167,200,156, 145, 139, 6374ff50c30ceb3748b487a2, Jordan 13 Retro, White/University Red/Del Sol/Black, 2022-03-19, Combining bright accents with the influence of original color-blocking and materials is the Air Jordan 13 Retro 'Del Sol.' The white leather upper features dimpled overlays in matching white tumbled leather with a crimson Jumpman logo on the tongue and a green-tinged holographic cat eye on the lateral ankle. Yellow synthetic suede wraps the midfoot heel and lightweight Phylon midsole fitted with Zoom Air cushioning in the forefoot and heel. The mid-top is built on a black panther-paw outsole with herringbone rubber pods and a carbon fiber shank plate.
253,Jordan 14 Retro Winterized Archaeo Brown, Jordan, DO9406-200,210,150, 164, 160, 6374ff50c30ceb3748b487a3, Jordan 14 Retro, Archaeo Brown/Multi-Color-Multi-Color, 2021-10-16, Based on the silhouette that Jordan himself wore when he clinched his sixth and final NBA championship is the Air Jordan 14 Retro 'Winterized.' It features a vacuum-molded upper made from water-resistant suede and finished in a rustic shade of Archaeo Brown. Colliding hits of Chile Red are added to the laces and color-matched branding elements with a Jumpman badge on the lateral side and 'Jordan' inscribed on the tongue. It's built on a two-tone white and black midsole and an underfoot supported by a carbon fiber shank plate and a herringbone-tread rubber outsole.
254,Jordan 3 Retro Racer Blue (GS), Jordan, 398614-145,140,147, 153, 110, 6374ff50c30ceb3748b487a5, Jordan 3 Retro, White/Black-Cement Grey-Racer Blue, 2021-07-10, A grade-school shoe the Air Jordan 3 Retro GS 'Racer Blue' features the color-blocking of the OG 'Fire Red' with cooler hues. The shoe's upper is built with white tumbled leather overlaid by elephant print on the toe and heel and complemented by Racer Blue throughout including on the polyurethane midsole underfoot. Visible Air in the heel offers cushioning with a Cement Grey rubber outsole providing traction.
255,Jordan 9 Retro Chile Red (GS), Jordan, 302359-600,140,132, 112, 112, 6374ff50c30ceb3748b487a6, Jordan 9 Retro, Chile Red/Black, 2022-05-07, Made for older kids with a fiery colorway is the Air Jordan 9 Retro GS 'Chile Red.' The crimson textile upper is secured with speed lacing with decorative stitching and overlaid with tonal patent leather throughout the collar mudguard and heel with an embroidered 23 and a Jumpman logo superimposed on a globe. It's built on a color-matched foam midsole with a durable black rubber outsole.
256,Jordan 1 Retro Low OG SP SoleFly, Jordan, DN3400-001,150,135, 115, 115, 6374ff50c30ceb3748b487a7, Jordan 1 Retro Low OG SP, Black/Sport Red/Beige, 2021-12-27, Teaming up with the Miami-based sneaker boutique the SoleFly x Air Jordan 1 Low Retro OG SP 'Everglades' gives an update to the classic silhouette with a stylized animal print. The pattern is applied to tan leather overlays at the forefoot and heel with a tonal execution on the heel and a two-tone design on the opposite. The rest of the upper is made of black suede on the quarter panel and crimson suede on the toe box. Woven Nike Air tags are on each tongue with mismatched heel tabs featuring SoleFly branding on the left shoe and a Wings logo on the right. It's built on a black rubber midsole with a gum rubbers outsole.
257,Jordan 3 Retro Georgetown (2021), Jordan, CT8532-401,190,244, 240, 177, 6374ff50c30ceb3748b487a8, Jordan 3 Retro, Midnight Navy/Cement Grey-White, 2021-03-20, The Air Jordan 3 Retro ‘Georgetown’ is clad in the signature colors of the Hoyas the team that Michael Jordan victimized on the way to an NCAA national championship. The classic silhouette features a navy tumbled leather upper reinforced with signature elephant print overlays at the toe and heel. Jumpman branding hits adorn the grey synthetic leather tongue and molded navy heel panel. Lightweight cushioning is provided by a polyurethane midsole enhanced with a visible Nike Air unit under the heel.
